"","feature","frequency","rank","docfreq","group"
"822","in",24,796,9,"all"
"823","hospitalière",24,796,16,"all"
"824","territoires",24,796,20,"all"
"825","durable",24,796,15,"all"
"826","d'impact",24,796,9,"all"
"827","variables",23,827,23,"all"
"828","d'évaluer",23,827,20,"all"
"829","différences",23,827,20,"all"
"830","l'intégration",23,827,18,"all"
"831","celles-ci",23,827,21,"all"
"832","mêmes",23,827,19,"all"
"833","transferts",23,827,13,"all"
"834","convient",23,827,22,"all"
"835","internationales",23,827,20,"all"
"836","1980",23,827,20,"all"
"837","liés",23,827,23,"all"
"838","traitement",23,827,19,"all"
"839","auteurs",23,827,21,"all"
"840","états",23,827,19,"all"
"841","d'outils",23,827,22,"all"
"842","degré",23,827,21,"all"
"843","progrès",23,827,20,"all"
"844","contextes",23,827,23,"all"
"845","dynamiques",23,827,20,"all"
"846","phase",23,827,19,"all"
"847","lesquelles",23,827,19,"all"
"848","réglementaire",23,827,21,"all"
"849","performances",23,827,20,"all"
"850","moment",23,827,23,"all"
"851","donne",23,827,23,"all"
"852","contraire",23,827,23,"all"
"853","contrôles",23,827,14,"all"
"854","lesquels",23,827,23,"all"
"855","importants",23,827,23,"all"
"856","frontières",23,827,15,"all"
"857","régime",23,827,19,"all"
"858","opérateurs",23,827,17,"all"
"859","technologies",23,827,16,"all"
"860","montrons",22,860,20,"all"
"861","tend",22,860,20,"all"
"862","télécommunications",22,860,17,"all"
"863","globale",22,860,21,"all"
"864","l'idée",22,860,22,"all"
"865","devrait",22,860,19,"all"
"866","l'application",22,860,20,"all"
"867","difficulté",22,860,19,"all"
"868","qu'en",22,860,22,"all"
"869","dernière",22,860,22,"all"
"870","aides",22,860,10,"all"
"871","réduire",22,860,22,"all"
"872","décrit",22,860,22,"all"
"873","concepts",22,860,20,"all"
"874","qu'on",22,860,20,"all"
"875","tâches",22,860,19,"all"
"876","va",22,860,20,"all"
"877","constitution",22,860,22,"all"
"878","citoyen",22,860,11,"all"
"879","progressive",22,860,22,"all"
"880","prestations",22,860,19,"all"
"881","particulière",22,860,21,"all"
"882","titre",22,860,22,"all"
"883","présence",22,860,21,"all"
"884","sciences",22,860,16,"all"
"885","l'expertise",22,860,19,"all"
"886","plans",22,860,13,"all"
"887","transparence",22,860,19,"all"
"888","consensus",22,860,19,"all"
"889","débats",22,860,18,"all"
"890","supérieurs",22,860,13,"all"
"891","mettant",22,860,20,"all"
"892","d'en",22,860,21,"all"
"893","pris",22,860,22,"all"
"894","poste",22,860,9,"all"
"895","consultants",22,860,12,"all"
"896","proposons",22,860,19,"all"
"897","femmes",22,860,8,"all"
"898","l'accent",21,898,19,"all"
"899","d'entreprise",21,898,17,"all"
"900","donné",21,898,19,"all"
"901","3",21,898,18,"all"
"902","d'aide",21,898,15,"all"
"903","l'industrie",21,898,15,"all"
"904","liens",21,898,21,"all"
"905","bureaucratie",21,898,18,"all"
"906","activité",21,898,17,"all"
"907","bonne",21,898,21,"all"
"908","discipline",21,898,16,"all"
"909","chacun",21,898,19,"all"
"910","tenter",21,898,18,"all"
"911","points",21,898,21,"all"
"912","renforcement",21,898,19,"all"
"913","offre",21,898,19,"all"
"914","l'histoire",21,898,19,"all"
"915","solution",21,898,20,"all"
"916","traduit",21,898,21,"all"
"917","l'une",21,898,20,"all"
"918","confiance",21,898,13,"all"
"919","tente",21,898,21,"all"
"920","ministères",21,898,19,"all"
"921","prend",21,898,19,"all"
"922","peut-on",21,898,19,"all"
"923","l'accès",21,898,13,"all"
"924","distinction",21,898,13,"all"
"925","allemagne",21,898,14,"all"
"926","cherche",21,898,21,"all"
"927","tendances",21,898,18,"all"
"928","recomposition",21,898,13,"all"
"929","faisant",21,898,20,"all"
"930","l'épreuve",21,898,18,"all"
"931","constat",21,898,21,"all"
"932","urbain",21,898,15,"all"
"933","partage",21,898,17,"all"
"934","défense",21,898,10,"all"
"935","recommandations",21,898,15,"all"
"936","relative",21,898,19,"all"
"937","l'institution",21,898,18,"all"
"938","patrimoine",21,898,9,"all"
"939","années_80",21,898,18,"all"
"940","système_éducatif",21,898,11,"all"
"941","société_civile",21,898,11,"all"
"942","d'enseignement_supérieur",21,898,14,"all"
"943","résultat",20,943,19,"all"
"944","investissements",20,943,15,"all"
"945","menées",20,943,20,"all"
"946","produire",20,943,17,"all"
"947","expérience",20,943,18,"all"
"948","affaires",20,943,18,"all"
"949","croissante",20,943,20,"all"
"950","prenant",20,943,20,"all"
"951","suivant",20,943,19,"all"
"952","certain",20,943,18,"all"
"953","présenter",20,943,20,"all"
"954","exigences",20,943,18,"all"
"955","nouvel",20,943,17,"all"
"956","n'ont",20,943,20,"all"
"957","certes",20,943,20,"all"
"958","force",20,943,17,"all"
"959","1982",20,943,16,"all"
"960","culturelle",20,943,12,"all"
"961","efficace",20,943,19,"all"
"962","catégories",20,943,17,"all"
"963","l'apprentissage",20,943,15,"all"
"964","interactions",20,943,17,"all"
"965","conclusions",20,943,18,"all"
"966","connu",20,943,20,"all"
"967","accrue",20,943,20,"all"
"968","conceptions",20,943,18,"all"
"969","l'autonomie",20,943,18,"all"
"970","évoluer",20,943,20,"all"
"971","interventions",20,943,17,"all"
"972","global",20,943,18,"all"
"973","directement",20,943,19,"all"
"974","seul",20,943,20,"all"
"975","suppose",20,943,19,"all"
"976","hommes",20,943,15,"all"
"977","traditionnelle",20,943,19,"all"
"978","professionnelles",20,943,20,"all"
"979","compréhension",20,943,20,"all"
"980","série",20,943,19,"all"
"981","profit",20,943,18,"all"
"982","rend",20,943,19,"all"
"983","poids",20,943,19,"all"
"984","population",20,943,19,"all"
"985","théoriques",20,943,16,"all"
"986","satisfaction",20,943,13,"all"
"987","long",20,943,19,"all"
"988","liberté",20,943,14,"all"
"989","soumis",20,943,18,"all"
"990","fondements",20,943,19,"all"
"991","contribue",20,943,19,"all"
"992","précisément",20,943,20,"all"
"993","organisationnelles",20,943,18,"all"
"994","contrat",20,943,12,"all"
"995","réponses",20,943,17,"all"
"996","communautés",20,943,14,"all"
"997","tensions",20,943,16,"all"
"998","implique",19,998,18,"all"
"999","réel",19,998,18,"all"
"1000","fort",19,998,19,"all"
"1001","manque",19,998,18,"all"
"1002","conduire",19,998,19,"all"
"1003","l'exercice",19,998,18,"all"
"1004","industriels",19,998,17,"all"
"1005","l'ordre",19,998,17,"all"
"1006","jouer",19,998,18,"all"
"1007","créer",19,998,19,"all"
"1008","orientations",19,998,16,"all"
"1009","l'un",19,998,18,"all"
"1010","d'entreprises",19,998,13,"all"
"1011","arguments",19,998,14,"all"
"1012","développements",19,998,16,"all"
"1013","contribuent",19,998,19,"all"
"1014","vis-à-vis",19,998,19,"all"
"1015","finalités",19,998,15,"all"
"1016","traditionnellement",19,998,19,"all"
"1017","l'examen",19,998,17,"all"
"1018","trouvent",19,998,19,"all"
"1019","auxquelles",19,998,18,"all"
"1020","l'informatique",19,998,8,"all"
"1021","historique",19,998,18,"all"
"1022","initiatives",19,998,16,"all"
"1023","influence",19,998,17,"all"
"1024","instances",19,998,16,"all"
"1025","apparaître",19,998,18,"all"
"1026","théories",19,998,13,"all"
"1027","hiérarchique",19,998,13,"all"
"1028","belgique",19,998,12,"all"
"1029","externes",19,998,15,"all"
"1030","taxe",19,998,11,"all"
"1031","simultanément",19,998,18,"all"
"1032","l'efficience",19,998,13,"all"
"1033","mobilisation",19,998,18,"all"
"1034","liée",19,998,18,"all"
"1035","l'influence",19,998,19,"all"
"1036","l'ampleur",19,998,17,"all"
"1037","assurer",19,998,18,"all"
"1038","parlement",19,998,13,"all"
"1039","l'équilibre",19,998,14,"all"
"1040","technologique",19,998,12,"all"
"1041","dire",19,998,19,"all"
"1042","entretiens",19,998,17,"all"
"1043","méthodologie",19,998,18,"all"
"1044","d'eau",19,998,11,"all"
"1045","espaces",19,998,17,"all"
"1046","l'éducation",19,998,11,"all"
"1047","territorialisation",19,998,12,"all"
"1048","l'enseignement_supérieur",19,998,14,"all"
"1049","dès_lors",19,998,18,"all"
"1050","lutte_contre",19,998,15,"all"
"1051","considéré",18,1051,17,"all"
"1052","industrielles",18,1051,13,"all"
"1053","bon",18,1051,15,"all"
"1054","l'autorité",18,1051,16,"all"
"1055","cinq",18,1051,18,"all"
"1056","paris",18,1051,11,"all"
"1057","4",18,1051,15,"all"
"1058","renforcer",18,1051,18,"all"
"1059","biais",18,1051,15,"all"
"1060","passer",18,1051,18,"all"
"1061","revenus",18,1051,14,"all"
"1062","passage",18,1051,17,"all"
"1063","promouvoir",18,1051,17,"all"
"1064","relatives",18,1051,17,"all"
"1065","actuel",18,1051,17,"all"
"1066","importantes",18,1051,18,"all"
"1067","essentiel",18,1051,17,"all"
"1068","procédure",18,1051,16,"all"
"1069","industriel",18,1051,16,"all"
"1070","constate",18,1051,17,"all"
"1071","contribué",18,1051,18,"all"
"1072","fédérale",18,1051,12,"all"
"1073","typologie",18,1051,15,"all"
"1074","comparative",18,1051,14,"all"
"1075","voies",18,1051,15,"all"
"1076","durée",18,1051,16,"all"
"1077","liées",18,1051,17,"all"
"1078","contradictions",18,1051,17,"all"
"1079","thème",18,1051,16,"all"
"1080","apparaissent",18,1051,18,"all"
"1081","d'administration",18,1051,17,"all"
"1082","directeurs",18,1051,9,"all"
"1083","diversité",18,1051,16,"all"
"1084","d'identifier",18,1051,17,"all"
"1085","médecins",18,1051,13,"all"
"1086","résoudre",18,1051,18,"all"
"1087","économies",18,1051,13,"all"
"1088","efforts",18,1051,16,"all"
"1089","compétence",18,1051,16,"all"
"1090","loin",18,1051,18,"all"
"1091","rapidement",18,1051,16,"all"
"1092","décennies",18,1051,18,"all"
"1093","démocratique",18,1051,17,"all"
"1094","modifier",18,1051,16,"all"
"1095","s'inscrit",18,1051,16,"all"
"1096","tion",18,1051,17,"all"
"1097","souligne",18,1051,18,"all"
"1098","structuration",18,1051,12,"all"
"1099","faible",18,1051,18,"all"
"1100","défis",18,1051,16,"all"
"1101","d'améliorer",17,1101,17,"all"
"1102","récente",17,1101,17,"all"
"1103","dernier",17,1101,17,"all"
"1104","obstacles",17,1101,15,"all"
"1105","diagnostic",17,1101,15,"all"
"1106","réaliser",17,1101,17,"all"
"1107","démocratie",17,1101,15,"all"
"1108","respect",17,1101,15,"all"
"1109","préciser",17,1101,17,"all"
"1110","égard",17,1101,16,"all"
"1111","développée",17,1101,17,"all"
"1112","sources",17,1101,16,"all"
"1113","conduisent",17,1101,17,"all"
"1114","pertinence",17,1101,15,"all"
"1115","postes",17,1101,13,"all"
"1116","d'apprentissage",17,1101,15,"all"
"1117","basée",17,1101,14,"all"
"1118","hypothèses",17,1101,12,"all"
"1119","tentatives",17,1101,15,"all"
"1120","syndicats",17,1101,11,"all"
"1121","acquis",17,1101,17,"all"
"1122","traditionnelles",17,1101,14,"all"
"1123","haute",17,1101,13,"all"
"1124","régulations",17,1101,13,"all"
"1125","développé",17,1101,17,"all"
"1126","puissance",17,1101,16,"all"
"1127","contradictoires",17,1101,13,"all"
"1128","dialogue",17,1101,14,"all"
"1129","public-privé",17,1101,14,"all"
"1130","souveraineté",17,1101,11,"all"
"1131","attentes",17,1101,16,"all"
"1132","rôles",17,1101,17,"all"
"1133","d'intégration",17,1101,13,"all"
"1134","réelle",17,1101,16,"all"
"1135","acteur",17,1101,14,"all"
"1136","contractualisation",17,1101,12,"all"
"1137","commerciale",17,1101,8,"all"
"1138","collectif",17,1101,16,"all"
"1139","écoles",17,1101,8,"all"
"1140","urbaines",17,1101,12,"all"
"1141","régalien",17,1101,8,"all"
"1142","new",17,1101,15,"all"
"1143","sanitaire",17,1101,9,"all"
"1144","agricole",17,1101,9,"all"
"1145","l'education_nationale",17,1101,12,"all"
"1146","l'effet",16,1146,15,"all"
"1147","premiers",16,1146,16,"all"
"1148","doute",16,1146,15,"all"
"1149","rapide",16,1146,15,"all"
"1150","10",16,1146,14,"all"
"1151","contribuer",16,1146,15,"all"
"1152","directe",16,1146,15,"all"
"1153","tendent",16,1146,14,"all"
"1154","utilisation",16,1146,14,"all"
"1155","maîtriser",16,1146,16,"all"
"1156","communal",16,1146,13,"all"
"1157","i",16,1146,16,"all"
"1158","l'aménagement",16,1146,14,"all"
"1159","leçons",16,1146,15,"all"
"1160","réalisées",16,1146,14,"all"
"1161","municipaux",16,1146,11,"all"
"1162","d'instruments",16,1146,13,"all"
"1163","d'indicateurs",16,1146,13,"all"
"1164","sujet",16,1146,15,"all"
"1165","appel",16,1146,15,"all"
"1166","dès",16,1146,14,"all"
"1167","atteindre",16,1146,16,"all"
"1168","culturel",16,1146,15,"all"
"1169","empiriques",16,1146,16,"all"
"1170","capacités",16,1146,15,"all"
"1171","quoi",16,1146,16,"all"
"1172","tiennent",16,1146,16,"all"
"1173","fiscalité",16,1146,10,"all"
"1174","concernés",16,1146,16,"all"
"1175","priorités",16,1146,10,"all"
"1176","implications",16,1146,12,"all"
"1177","régionales",16,1146,14,"all"
"1178","fédéral",16,1146,14,"all"
"1179","exemples",16,1146,16,"all"
"1180","application",16,1146,16,"all"
"1181","expliquer",16,1146,15,"all"
"1182","profonde",16,1146,16,"all"
"1183","composantes",16,1146,15,"all"
"1184","actuelles",16,1146,16,"all"
"1185","apporter",16,1146,16,"all"
"1186","productivité",16,1146,11,"all"
"1187","intérêt",16,1146,16,"all"
"1188","présentée",16,1146,16,"all"
"1189","d'intérêt",16,1146,14,"all"
"1190","décrire",16,1146,16,"all"
"1191","frontière",16,1146,7,"all"
"1192","l'adoption",16,1146,16,"all"
"1193","négociations",16,1146,14,"all"
"1194","trouve",16,1146,16,"all"
"1195","hospitaliers",16,1146,11,"all"
"1196","croissant",16,1146,16,"all"
"1197","comité",16,1146,7,"all"
"1198","médicale",16,1146,12,"all"
"1199","issus",16,1146,16,"all"
"1200","revanche",16,1146,16,"all"
"1201","clients",16,1146,12,"all"
"1202","échanges",16,1146,14,"all"
"1203","déchets",16,1146,6,"all"
"1204","scientifiques",16,1146,14,"all"
"1205","réformer",16,1146,13,"all"
"1206","savoirs",16,1146,10,"all"
"1207","l'incertitude",16,1146,12,"all"
"1208","constituer",16,1146,16,"all"
"1209","qualitative",16,1146,16,"all"
"1210","ong",16,1146,6,"all"
"1211","remise_cause",16,1146,15,"all"
"1212","utile",15,1212,14,"all"
"1213","généraux",15,1212,13,"all"
"1214","usage",15,1212,15,"all"
"1215","dix",15,1212,13,"all"
"1216","connaître",15,1212,15,"all"
"1217","taille",15,1212,12,"all"
"1218","lieux",15,1212,13,"all"
"1219","confrontation",15,1212,15,"all"
"1220","celui-ci",15,1212,15,"all"
"1221","marketing",15,1212,12,"all"
"1222","experts",15,1212,14,"all"
"1223","demeure",15,1212,15,"all"
"1224","récemment",15,1212,15,"all"
"1225","départements",15,1212,13,"all"
"1226","pressions",15,1212,14,"all"
"1227","donner",15,1212,14,"all"
"1228","soutien",15,1212,15,"all"
"1229","l'intérieur",15,1212,13,"all"
"1230","vu",15,1212,15,"all"
"1231","développent",15,1212,14,"all"
"1232","contrairement",15,1212,14,"all"
"1233","près",15,1212,14,"all"
"1234","présentation",15,1212,15,"all"
"1235","dépend",15,1212,15,"all"
"1236","sociologie",15,1212,13,"all"
"1237","aide",15,1212,12,"all"
"1238","s'adapter",15,1212,15,"all"
"1239","délégation",15,1212,10,"all"
"1240","90",15,1212,15,"all"
"1241","structurelles",15,1212,15,"all"
"1242","managers",15,1212,8,"all"
"1243","systématique",15,1212,15,"all"
"1244","revenu",15,1212,11,"all"
"1245","dépendance",15,1212,10,"all"
"1246","analysés",15,1212,15,"all"
"1247","bases",15,1212,13,"all"
"1248","devient",15,1212,15,"all"
"1249","phases",15,1212,11,"all"
"1250","technologie",15,1212,11,"all"
"1251","l'ouverture",15,1212,12,"all"
"1252","réflexions",15,1212,14,"all"
"1253","enseignants",15,1212,10,"all"
"1254","mondiale",15,1212,11,"all"
"1255","résulte",15,1212,14,"all"
"1256","propos",15,1212,12,"all"
"1257","dit",15,1212,15,"all"
"1258","ressource",15,1212,12,"all"
"1259","devenir",15,1212,15,"all"
"1260","continue",15,1212,11,"all"
"1261","to",15,1212,6,"all"
"1262","déconcentration",15,1212,10,"all"
"1263","organisationnels",15,1212,14,"all"
"1264","référentiel",15,1212,11,"all"
"1265","universel",15,1212,10,"all"
"1266","faut-il",15,1212,15,"all"
"1267","défi",15,1212,15,"all"
"1268","est-il",15,1212,15,"all"
"1269","courant",15,1212,12,"all"
"1270","grh",15,1212,6,"all"
"1271","ii",15,1212,13,"all"
"1272","s'attache",15,1212,15,"all"
"1273","1989",15,1212,12,"all"
"1274","l'union",15,1212,12,"all"
"1275","territorial",15,1212,14,"all"
"1276","l'acteur",15,1212,9,"all"
"1277","stabilité",15,1212,11,"all"
"1278","pistes",15,1212,13,"all"
"1279","externe",15,1212,14,"all"
"1280","d'aménagement",15,1212,12,"all"
"1281","cognitive",15,1212,11,"all"
"1282","byod",15,1212,1,"all"
"1283","hauts_fonctionnaires",15,1212,6,"all"
"1284","confrontés",14,1284,14,"all"
"1285","utilisé",14,1284,13,"all"
"1286","précise",14,1284,14,"all"
"1287","comparée",14,1284,10,"all"
"1288","municipale",14,1284,12,"all"
"1289","d'évolution",14,1284,13,"all"
"1290","l'interaction",14,1284,14,"all"
"1291","adaptation",14,1284,14,"all"
"1292","priorité",14,1284,14,"all"
"1293","calcul",14,1284,10,"all"
"1294","l'amélioration",14,1284,14,"all"
"1295","culturelles",14,1284,11,"all"
"1296","marge",14,1284,14,"all"
"1297","s'en",14,1284,14,"all"
"1298","parallèlement",14,1284,14,"all"
"1299","vont",14,1284,13,"all"
"1300","poser",14,1284,14,"all"
"1301","préalable",14,1284,13,"all"
"1302","indispensable",14,1284,14,"all"
"1303","proposer",14,1284,14,"all"
"1304","25",14,1284,12,"all"
"1305","s'appuyant",14,1284,14,"all"
"1306","recettes",14,1284,11,"all"
"1307","logement",14,1284,6,"all"
"1308","guère",14,1284,13,"all"
"1309","marqué",14,1284,13,"all"
"1310","sphères",14,1284,12,"all"
"1311","possibilité",14,1284,14,"all"
"1312","légitime",14,1284,13,"all"
"1313","d'activités",14,1284,11,"all"
"1314","source",14,1284,13,"all"
"1315","forces",14,1284,13,"all"
"1316","visent",14,1284,13,"all"
"1317","opérations",14,1284,11,"all"
"1318","hors",14,1284,11,"all"
"1319","d'autant",14,1284,13,"all"
"1320","engagements",14,1284,11,"all"
"1321","condition",14,1284,14,"all"
"1322","finalité",14,1284,14,"all"
"1323","catégorie",14,1284,13,"all"
"1324","entraîne",14,1284,14,"all"
